row	col	xmin	ymin	xmax	ymax
9	81	2039305.08746798	2915045.57403268	2051305.08746798	2927045.57403268
9	82	2051305.08746798	2915045.57403268	2063305.08746798	2927045.57403268
9	83	2063305.08746798	2915045.57403268	2075305.08746798	2927045.57403268
9	84	2075305.08746798	2915045.57403268	2087305.08746798	2927045.57403268
9	85	2087305.08746798	2915045.57403268	2099305.08746798	2927045.57403268
9	86	2099305.08746798	2915045.57403268	2111305.08746798	2927045.57403268
9	87	2111305.08746798	2915045.57403268	2123305.08746798	2927045.57403268
9	88	2123305.08746798	2915045.57403268	2135305.08746798	2927045.57403268
9	89	2135305.08746798	2915045.57403268	2147305.08746798	2927045.57403268
10	75	1967305.08746798	2903045.57403268	1979305.08746798	2915045.57403268
10	76	1979305.08746798	2903045.57403268	1991305.08746798	2915045.57403268
10	77	1991305.08746798	2903045.57403268	2003305.08746798	2915045.57403268
10	78	2003305.08746798	2903045.57403268	2015305.08746798	2915045.57403268
10	79	2015305.08746798	2903045.57403268	2027305.08746798	2915045.57403268
10	80	2027305.08746798	2903045.57403268	2039305.08746798	2915045.57403268
10	81	2039305.08746798	2903045.57403268	2051305.08746798	2915045.57403268
10	82	2051305.08746798	2903045.57403268	2063305.08746798	2915045.57403268
10	83	2063305.08746798	2903045.57403268	2075305.08746798	2915045.57403268
10	84	2075305.08746798	2903045.57403268	2087305.08746798	2915045.57403268
10	85	2087305.08746798	2903045.57403268	2099305.08746798	2915045.57403268
10	86	2099305.08746798	2903045.57403268	2111305.08746798	2915045.57403268
10	87	2111305.08746798	2903045.57403268	2123305.08746798	2915045.57403268
10	88	2123305.08746798	2903045.57403268	2135305.08746798	2915045.57403268
10	89	2135305.08746798	2903045.57403268	2147305.08746798	2915045.57403268
10	90	2147305.08746798	2903045.57403268	2159305.08746798	2915045.57403268
11	75	1967305.08746798	2891045.57403268	1979305.08746798	2903045.57403268
11	76	1979305.08746798	2891045.57403268	1991305.08746798	2903045.57403268
11	77	1991305.08746798	2891045.57403268	2003305.08746798	2903045.57403268
11	78	2003305.08746798	2891045.57403268	2015305.08746798	2903045.57403268
11	79	2015305.08746798	2891045.57403268	2027305.08746798	2903045.57403268
11	80	2027305.08746798	2891045.57403268	2039305.08746798	2903045.57403268
11	81	2039305.08746798	2891045.57403268	2051305.08746798	2903045.57403268
11	82	2051305.08746798	2891045.57403268	2063305.08746798	2903045.57403268
11	83	2063305.08746798	2891045.57403268	2075305.08746798	2903045.57403268
11	84	2075305.08746798	2891045.57403268	2087305.08746798	2903045.57403268
11	85	2087305.08746798	2891045.57403268	2099305.08746798	2903045.57403268
11	86	2099305.08746798	2891045.57403268	2111305.08746798	2903045.57403268
11	87	2111305.08746798	2891045.57403268	2123305.08746798	2903045.57403268
11	88	2123305.08746798	2891045.57403268	2135305.08746798	2903045.57403268
11	89	2135305.08746798	2891045.57403268	2147305.08746798	2903045.57403268
11	90	2147305.08746798	2891045.57403268	2159305.08746798	2903045.57403268
12	75	1967305.08746798	2879045.57403268	1979305.08746798	2891045.57403268
12	76	1979305.08746798	2879045.57403268	1991305.08746798	2891045.57403268
12	77	1991305.08746798	2879045.57403268	2003305.08746798	2891045.57403268
12	78	2003305.08746798	2879045.57403268	2015305.08746798	2891045.57403268
12	79	2015305.08746798	2879045.57403268	2027305.08746798	2891045.57403268
12	80	2027305.08746798	2879045.57403268	2039305.08746798	2891045.57403268
12	81	2039305.08746798	2879045.57403268	2051305.08746798	2891045.57403268
12	82	2051305.08746798	2879045.57403268	2063305.08746798	2891045.57403268
12	83	2063305.08746798	2879045.57403268	2075305.08746798	2891045.57403268
12	84	2075305.08746798	2879045.57403268	2087305.08746798	2891045.57403268
12	85	2087305.08746798	2879045.57403268	2099305.08746798	2891045.57403268
12	86	2099305.08746798	2879045.57403268	2111305.08746798	2891045.57403268
12	87	2111305.08746798	2879045.57403268	2123305.08746798	2891045.57403268
12	88	2123305.08746798	2879045.57403268	2135305.08746798	2891045.57403268
12	89	2135305.08746798	2879045.57403268	2147305.08746798	2891045.57403268
12	90	2147305.08746798	2879045.57403268	2159305.08746798	2891045.57403268
13	75	1967305.08746798	2867045.57403268	1979305.08746798	2879045.57403268
13	76	1979305.08746798	2867045.57403268	1991305.08746798	2879045.57403268
13	77	1991305.08746798	2867045.57403268	2003305.08746798	2879045.57403268
13	78	2003305.08746798	2867045.57403268	2015305.08746798	2879045.57403268
13	79	2015305.08746798	2867045.57403268	2027305.08746798	2879045.57403268
13	80	2027305.08746798	2867045.57403268	2039305.08746798	2879045.57403268
13	81	2039305.08746798	2867045.57403268	2051305.08746798	2879045.57403268
13	82	2051305.08746798	2867045.57403268	2063305.08746798	2879045.57403268
13	83	2063305.08746798	2867045.57403268	2075305.08746798	2879045.57403268
13	84	2075305.08746798	2867045.57403268	2087305.08746798	2879045.57403268
13	85	2087305.08746798	2867045.57403268	2099305.08746798	2879045.57403268
13	86	2099305.08746798	2867045.57403268	2111305.08746798	2879045.57403268
13	87	2111305.08746798	2867045.57403268	2123305.08746798	2879045.57403268
13	88	2123305.08746798	2867045.57403268	2135305.08746798	2879045.57403268
13	89	2135305.08746798	2867045.57403268	2147305.08746798	2879045.57403268
13	90	2147305.08746798	2867045.57403268	2159305.08746798	2879045.57403268
13	91	2159305.08746798	2867045.57403268	2171305.08746798	2879045.57403268
14	74	1955305.08746798	2855045.57403268	1967305.08746798	2867045.57403268
14	75	1967305.08746798	2855045.57403268	1979305.08746798	2867045.57403268
14	76	1979305.08746798	2855045.57403268	1991305.08746798	2867045.57403268
14	77	1991305.08746798	2855045.57403268	2003305.08746798	2867045.57403268
14	78	2003305.08746798	2855045.57403268	2015305.08746798	2867045.57403268
14	79	2015305.08746798	2855045.57403268	2027305.08746798	2867045.57403268
14	80	2027305.08746798	2855045.57403268	2039305.08746798	2867045.57403268
14	81	2039305.08746798	2855045.57403268	2051305.08746798	2867045.57403268
14	82	2051305.08746798	2855045.57403268	2063305.08746798	2867045.57403268
14	83	2063305.08746798	2855045.57403268	2075305.08746798	2867045.57403268
14	84	2075305.08746798	2855045.57403268	2087305.08746798	2867045.57403268
14	85	2087305.08746798	2855045.57403268	2099305.08746798	2867045.57403268
14	86	2099305.08746798	2855045.57403268	2111305.08746798	2867045.57403268
14	87	2111305.08746798	2855045.57403268	2123305.08746798	2867045.57403268
14	88	2123305.08746798	2855045.57403268	2135305.08746798	2867045.57403268
14	89	2135305.08746798	2855045.57403268	2147305.08746798	2867045.57403268
14	90	2147305.08746798	2855045.57403268	2159305.08746798	2867045.57403268
14	91	2159305.08746798	2855045.57403268	2171305.08746798	2867045.57403268
15	74	1955305.08746798	2843045.57403268	1967305.08746798	2855045.57403268
15	75	1967305.08746798	2843045.57403268	1979305.08746798	2855045.57403268
15	76	1979305.08746798	2843045.57403268	1991305.08746798	2855045.57403268
15	77	1991305.08746798	2843045.57403268	2003305.08746798	2855045.57403268
15	78	2003305.08746798	2843045.57403268	2015305.08746798	2855045.57403268
15	79	2015305.08746798	2843045.57403268	2027305.08746798	2855045.57403268
15	80	2027305.08746798	2843045.57403268	2039305.08746798	2855045.57403268
15	81	2039305.08746798	2843045.57403268	2051305.08746798	2855045.57403268
15	82	2051305.08746798	2843045.57403268	2063305.08746798	2855045.57403268
15	83	2063305.08746798	2843045.57403268	2075305.08746798	2855045.57403268
15	84	2075305.08746798	2843045.57403268	2087305.08746798	2855045.57403268
15	85	2087305.08746798	2843045.57403268	2099305.08746798	2855045.57403268
15	86	2099305.08746798	2843045.57403268	2111305.08746798	2855045.57403268
15	87	2111305.08746798	2843045.57403268	2123305.08746798	2855045.57403268
15	88	2123305.08746798	2843045.57403268	2135305.08746798	2855045.57403268
15	89	2135305.08746798	2843045.57403268	2147305.08746798	2855045.57403268
15	90	2147305.08746798	2843045.57403268	2159305.08746798	2855045.57403268
15	91	2159305.08746798	2843045.57403268	2171305.08746798	2855045.57403268
15	92	2171305.08746798	2843045.57403268	2183305.08746798	2855045.57403268
15	93	2183305.08746798	2843045.57403268	2195305.08746798	2855045.57403268
15	94	2195305.08746798	2843045.57403268	2207305.08746798	2855045.57403268
16	75	1967305.08746798	2831045.57403268	1979305.08746798	2843045.57403268
16	76	1979305.08746798	2831045.57403268	1991305.08746798	2843045.57403268
16	77	1991305.08746798	2831045.57403268	2003305.08746798	2843045.57403268
16	78	2003305.08746798	2831045.57403268	2015305.08746798	2843045.57403268
16	79	2015305.08746798	2831045.57403268	2027305.08746798	2843045.57403268
16	80	2027305.08746798	2831045.57403268	2039305.08746798	2843045.57403268
16	81	2039305.08746798	2831045.57403268	2051305.08746798	2843045.57403268
16	82	2051305.08746798	2831045.57403268	2063305.08746798	2843045.57403268
16	83	2063305.08746798	2831045.57403268	2075305.08746798	2843045.57403268
16	84	2075305.08746798	2831045.57403268	2087305.08746798	2843045.57403268
16	85	2087305.08746798	2831045.57403268	2099305.08746798	2843045.57403268
16	86	2099305.08746798	2831045.57403268	2111305.08746798	2843045.57403268
16	87	2111305.08746798	2831045.57403268	2123305.08746798	2843045.57403268
16	88	2123305.08746798	2831045.57403268	2135305.08746798	2843045.57403268
16	89	2135305.08746798	2831045.57403268	2147305.08746798	2843045.57403268
16	90	2147305.08746798	2831045.57403268	2159305.08746798	2843045.57403268
16	91	2159305.08746798	2831045.57403268	2171305.08746798	2843045.57403268
16	92	2171305.08746798	2831045.57403268	2183305.08746798	2843045.57403268
16	93	2183305.08746798	2831045.57403268	2195305.08746798	2843045.57403268
16	94	2195305.08746798	2831045.57403268	2207305.08746798	2843045.57403268
17	75	1967305.08746798	2819045.57403268	1979305.08746798	2831045.57403268
17	76	1979305.08746798	2819045.57403268	1991305.08746798	2831045.57403268
17	77	1991305.08746798	2819045.57403268	2003305.08746798	2831045.57403268
17	78	2003305.08746798	2819045.57403268	2015305.08746798	2831045.57403268
17	79	2015305.08746798	2819045.57403268	2027305.08746798	2831045.57403268
17	80	2027305.08746798	2819045.57403268	2039305.08746798	2831045.57403268
17	81	2039305.08746798	2819045.57403268	2051305.08746798	2831045.57403268
17	82	2051305.08746798	2819045.57403268	2063305.08746798	2831045.57403268
17	83	2063305.08746798	2819045.57403268	2075305.08746798	2831045.57403268
17	84	2075305.08746798	2819045.57403268	2087305.08746798	2831045.57403268
17	85	2087305.08746798	2819045.57403268	2099305.08746798	2831045.57403268
17	86	2099305.08746798	2819045.57403268	2111305.08746798	2831045.57403268
17	87	2111305.08746798	2819045.57403268	2123305.08746798	2831045.57403268
17	88	2123305.08746798	2819045.57403268	2135305.08746798	2831045.57403268
17	89	2135305.08746798	2819045.57403268	2147305.08746798	2831045.57403268
17	90	2147305.08746798	2819045.57403268	2159305.08746798	2831045.57403268
17	91	2159305.08746798	2819045.57403268	2171305.08746798	2831045.57403268
17	92	2171305.08746798	2819045.57403268	2183305.08746798	2831045.57403268
17	93	2183305.08746798	2819045.57403268	2195305.08746798	2831045.57403268
17	94	2195305.08746798	2819045.57403268	2207305.08746798	2831045.57403268
18	75	1967305.08746798	2807045.57403268	1979305.08746798	2819045.57403268
18	76	1979305.08746798	2807045.57403268	1991305.08746798	2819045.57403268
18	77	1991305.08746798	2807045.57403268	2003305.08746798	2819045.57403268
18	78	2003305.08746798	2807045.57403268	2015305.08746798	2819045.57403268
18	79	2015305.08746798	2807045.57403268	2027305.08746798	2819045.57403268
18	80	2027305.08746798	2807045.57403268	2039305.08746798	2819045.57403268
18	81	2039305.08746798	2807045.57403268	2051305.08746798	2819045.57403268
18	82	2051305.08746798	2807045.57403268	2063305.08746798	2819045.57403268
18	83	2063305.08746798	2807045.57403268	2075305.08746798	2819045.57403268
18	84	2075305.08746798	2807045.57403268	2087305.08746798	2819045.57403268
18	85	2087305.08746798	2807045.57403268	2099305.08746798	2819045.57403268
18	86	2099305.08746798	2807045.57403268	2111305.08746798	2819045.57403268
18	87	2111305.08746798	2807045.57403268	2123305.08746798	2819045.57403268
18	88	2123305.08746798	2807045.57403268	2135305.08746798	2819045.57403268
18	89	2135305.08746798	2807045.57403268	2147305.08746798	2819045.57403268
18	90	2147305.08746798	2807045.57403268	2159305.08746798	2819045.57403268
18	91	2159305.08746798	2807045.57403268	2171305.08746798	2819045.57403268
18	92	2171305.08746798	2807045.57403268	2183305.08746798	2819045.57403268
18	93	2183305.08746798	2807045.57403268	2195305.08746798	2819045.57403268
18	94	2195305.08746798	2807045.57403268	2207305.08746798	2819045.57403268
19	75	1967305.08746798	2795045.57403268	1979305.08746798	2807045.57403268
19	76	1979305.08746798	2795045.57403268	1991305.08746798	2807045.57403268
19	77	1991305.08746798	2795045.57403268	2003305.08746798	2807045.57403268
19	78	2003305.08746798	2795045.57403268	2015305.08746798	2807045.57403268
19	79	2015305.08746798	2795045.57403268	2027305.08746798	2807045.57403268
19	80	2027305.08746798	2795045.57403268	2039305.08746798	2807045.57403268
19	81	2039305.08746798	2795045.57403268	2051305.08746798	2807045.57403268
19	82	2051305.08746798	2795045.57403268	2063305.08746798	2807045.57403268
19	83	2063305.08746798	2795045.57403268	2075305.08746798	2807045.57403268
19	84	2075305.08746798	2795045.57403268	2087305.08746798	2807045.57403268
19	85	2087305.08746798	2795045.57403268	2099305.08746798	2807045.57403268
19	86	2099305.08746798	2795045.57403268	2111305.08746798	2807045.57403268
19	87	2111305.08746798	2795045.57403268	2123305.08746798	2807045.57403268
19	88	2123305.08746798	2795045.57403268	2135305.08746798	2807045.57403268
19	89	2135305.08746798	2795045.57403268	2147305.08746798	2807045.57403268
19	90	2147305.08746798	2795045.57403268	2159305.08746798	2807045.57403268
19	91	2159305.08746798	2795045.57403268	2171305.08746798	2807045.57403268
19	92	2171305.08746798	2795045.57403268	2183305.08746798	2807045.57403268
19	93	2183305.08746798	2795045.57403268	2195305.08746798	2807045.57403268
19	94	2195305.08746798	2795045.57403268	2207305.08746798	2807045.57403268
19	95	2207305.08746798	2795045.57403268	2219305.08746798	2807045.57403268
19	96	2219305.08746798	2795045.57403268	2231305.08746798	2807045.57403268
19	97	2231305.08746798	2795045.57403268	2243305.08746798	2807045.57403268
20	74	1955305.08746798	2783045.57403268	1967305.08746798	2795045.57403268
20	75	1967305.08746798	2783045.57403268	1979305.08746798	2795045.57403268
20	76	1979305.08746798	2783045.57403268	1991305.08746798	2795045.57403268
20	77	1991305.08746798	2783045.57403268	2003305.08746798	2795045.57403268
20	78	2003305.08746798	2783045.57403268	2015305.08746798	2795045.57403268
20	79	2015305.08746798	2783045.57403268	2027305.08746798	2795045.57403268
20	80	2027305.08746798	2783045.57403268	2039305.08746798	2795045.57403268
20	81	2039305.08746798	2783045.57403268	2051305.08746798	2795045.57403268
20	82	2051305.08746798	2783045.57403268	2063305.08746798	2795045.57403268
20	83	2063305.08746798	2783045.57403268	2075305.08746798	2795045.57403268
20	84	2075305.08746798	2783045.57403268	2087305.08746798	2795045.57403268
20	85	2087305.08746798	2783045.57403268	2099305.08746798	2795045.57403268
20	86	2099305.08746798	2783045.57403268	2111305.08746798	2795045.57403268
20	87	2111305.08746798	2783045.57403268	2123305.08746798	2795045.57403268
20	88	2123305.08746798	2783045.57403268	2135305.08746798	2795045.57403268
20	89	2135305.08746798	2783045.57403268	2147305.08746798	2795045.57403268
20	90	2147305.08746798	2783045.57403268	2159305.08746798	2795045.57403268
20	91	2159305.08746798	2783045.57403268	2171305.08746798	2795045.57403268
20	92	2171305.08746798	2783045.57403268	2183305.08746798	2795045.57403268
20	93	2183305.08746798	2783045.57403268	2195305.08746798	2795045.57403268
20	94	2195305.08746798	2783045.57403268	2207305.08746798	2795045.57403268
20	95	2207305.08746798	2783045.57403268	2219305.08746798	2795045.57403268
20	96	2219305.08746798	2783045.57403268	2231305.08746798	2795045.57403268
20	97	2231305.08746798	2783045.57403268	2243305.08746798	2795045.57403268
20	98	2243305.08746798	2783045.57403268	2255305.08746798	2795045.57403268
21	73	1943305.08746798	2771045.57403268	1955305.08746798	2783045.57403268
21	74	1955305.08746798	2771045.57403268	1967305.08746798	2783045.57403268
21	75	1967305.08746798	2771045.57403268	1979305.08746798	2783045.57403268
21	76	1979305.08746798	2771045.57403268	1991305.08746798	2783045.57403268
21	77	1991305.08746798	2771045.57403268	2003305.08746798	2783045.57403268
21	78	2003305.08746798	2771045.57403268	2015305.08746798	2783045.57403268
21	79	2015305.08746798	2771045.57403268	2027305.08746798	2783045.57403268
21	80	2027305.08746798	2771045.57403268	2039305.08746798	2783045.57403268
21	81	2039305.08746798	2771045.57403268	2051305.08746798	2783045.57403268
21	82	2051305.08746798	2771045.57403268	2063305.08746798	2783045.57403268
21	83	2063305.08746798	2771045.57403268	2075305.08746798	2783045.57403268
21	84	2075305.08746798	2771045.57403268	2087305.08746798	2783045.57403268
21	85	2087305.08746798	2771045.57403268	2099305.08746798	2783045.57403268
21	86	2099305.08746798	2771045.57403268	2111305.08746798	2783045.57403268
21	87	2111305.08746798	2771045.57403268	2123305.08746798	2783045.57403268
21	88	2123305.08746798	2771045.57403268	2135305.08746798	2783045.57403268
21	89	2135305.08746798	2771045.57403268	2147305.08746798	2783045.57403268
21	90	2147305.08746798	2771045.57403268	2159305.08746798	2783045.57403268
21	91	2159305.08746798	2771045.57403268	2171305.08746798	2783045.57403268
21	92	2171305.08746798	2771045.57403268	2183305.08746798	2783045.57403268
21	93	2183305.08746798	2771045.57403268	2195305.08746798	2783045.57403268
21	94	2195305.08746798	2771045.57403268	2207305.08746798	2783045.57403268
21	95	2207305.08746798	2771045.57403268	2219305.08746798	2783045.57403268
21	96	2219305.08746798	2771045.57403268	2231305.08746798	2783045.57403268
21	97	2231305.08746798	2771045.57403268	2243305.08746798	2783045.57403268
21	98	2243305.08746798	2771045.57403268	2255305.08746798	2783045.57403268
21	99	2255305.08746798	2771045.57403268	2267305.08746798	2783045.57403268
22	73	1943305.08746798	2759045.57403268	1955305.08746798	2771045.57403268
22	74	1955305.08746798	2759045.57403268	1967305.08746798	2771045.57403268
22	75	1967305.08746798	2759045.57403268	1979305.08746798	2771045.57403268
22	76	1979305.08746798	2759045.57403268	1991305.08746798	2771045.57403268
22	77	1991305.08746798	2759045.57403268	2003305.08746798	2771045.57403268
22	78	2003305.08746798	2759045.57403268	2015305.08746798	2771045.57403268
22	79	2015305.08746798	2759045.57403268	2027305.08746798	2771045.57403268
22	80	2027305.08746798	2759045.57403268	2039305.08746798	2771045.57403268
22	81	2039305.08746798	2759045.57403268	2051305.08746798	2771045.57403268
22	82	2051305.08746798	2759045.57403268	2063305.08746798	2771045.57403268
22	83	2063305.08746798	2759045.57403268	2075305.08746798	2771045.57403268
22	84	2075305.08746798	2759045.57403268	2087305.08746798	2771045.57403268
22	85	2087305.08746798	2759045.57403268	2099305.08746798	2771045.57403268
22	86	2099305.08746798	2759045.57403268	2111305.08746798	2771045.57403268
22	87	2111305.08746798	2759045.57403268	2123305.08746798	2771045.57403268
22	88	2123305.08746798	2759045.57403268	2135305.08746798	2771045.57403268
22	89	2135305.08746798	2759045.57403268	2147305.08746798	2771045.57403268
22	90	2147305.08746798	2759045.57403268	2159305.08746798	2771045.57403268
22	91	2159305.08746798	2759045.57403268	2171305.08746798	2771045.57403268
22	92	2171305.08746798	2759045.57403268	2183305.08746798	2771045.57403268
22	93	2183305.08746798	2759045.57403268	2195305.08746798	2771045.57403268
22	94	2195305.08746798	2759045.57403268	2207305.08746798	2771045.57403268
22	95	2207305.08746798	2759045.57403268	2219305.08746798	2771045.57403268
22	96	2219305.08746798	2759045.57403268	2231305.08746798	2771045.57403268
22	97	2231305.08746798	2759045.57403268	2243305.08746798	2771045.57403268
22	98	2243305.08746798	2759045.57403268	2255305.08746798	2771045.57403268
22	99	2255305.08746798	2759045.57403268	2267305.08746798	2771045.57403268
23	73	1943305.08746798	2747045.57403268	1955305.08746798	2759045.57403268
23	74	1955305.08746798	2747045.57403268	1967305.08746798	2759045.57403268
23	75	1967305.08746798	2747045.57403268	1979305.08746798	2759045.57403268
23	76	1979305.08746798	2747045.57403268	1991305.08746798	2759045.57403268
23	77	1991305.08746798	2747045.57403268	2003305.08746798	2759045.57403268
23	78	2003305.08746798	2747045.57403268	2015305.08746798	2759045.57403268
23	79	2015305.08746798	2747045.57403268	2027305.08746798	2759045.57403268
23	80	2027305.08746798	2747045.57403268	2039305.08746798	2759045.57403268
23	81	2039305.08746798	2747045.57403268	2051305.08746798	2759045.57403268
23	82	2051305.08746798	2747045.57403268	2063305.08746798	2759045.57403268
23	83	2063305.08746798	2747045.57403268	2075305.08746798	2759045.57403268
23	84	2075305.08746798	2747045.57403268	2087305.08746798	2759045.57403268
23	85	2087305.08746798	2747045.57403268	2099305.08746798	2759045.57403268
23	86	2099305.08746798	2747045.57403268	2111305.08746798	2759045.57403268
23	87	2111305.08746798	2747045.57403268	2123305.08746798	2759045.57403268
23	88	2123305.08746798	2747045.57403268	2135305.08746798	2759045.57403268
23	89	2135305.08746798	2747045.57403268	2147305.08746798	2759045.57403268
23	90	2147305.08746798	2747045.57403268	2159305.08746798	2759045.57403268
23	91	2159305.08746798	2747045.57403268	2171305.08746798	2759045.57403268
23	92	2171305.08746798	2747045.57403268	2183305.08746798	2759045.57403268
23	93	2183305.08746798	2747045.57403268	2195305.08746798	2759045.57403268
23	94	2195305.08746798	2747045.57403268	2207305.08746798	2759045.57403268
