row	col	xmin	ymin	xmax	ymax
39	49	1655305.08746798	2555045.57403268	1667305.08746798	2567045.57403268
39	50	1667305.08746798	2555045.57403268	1679305.08746798	2567045.57403268
39	51	1679305.08746798	2555045.57403268	1691305.08746798	2567045.57403268
39	52	1691305.08746798	2555045.57403268	1703305.08746798	2567045.57403268
39	53	1703305.08746798	2555045.57403268	1715305.08746798	2567045.57403268
39	54	1715305.08746798	2555045.57403268	1727305.08746798	2567045.57403268
39	55	1727305.08746798	2555045.57403268	1739305.08746798	2567045.57403268
39	56	1739305.08746798	2555045.57403268	1751305.08746798	2567045.57403268
39	57	1751305.08746798	2555045.57403268	1763305.08746798	2567045.57403268
39	58	1763305.08746798	2555045.57403268	1775305.08746798	2567045.57403268
39	59	1775305.08746798	2555045.57403268	1787305.08746798	2567045.57403268
39	60	1787305.08746798	2555045.57403268	1799305.08746798	2567045.57403268
39	61	1799305.08746798	2555045.57403268	1811305.08746798	2567045.57403268
39	62	1811305.08746798	2555045.57403268	1823305.08746798	2567045.57403268
39	63	1823305.08746798	2555045.57403268	1835305.08746798	2567045.57403268
39	64	1835305.08746798	2555045.57403268	1847305.08746798	2567045.57403268
39	65	1847305.08746798	2555045.57403268	1859305.08746798	2567045.57403268
39	66	1859305.08746798	2555045.57403268	1871305.08746798	2567045.57403268
39	67	1871305.08746798	2555045.57403268	1883305.08746798	2567045.57403268
39	68	1883305.08746798	2555045.57403268	1895305.08746798	2567045.57403268
39	69	1895305.08746798	2555045.57403268	1907305.08746798	2567045.57403268
39	70	1907305.08746798	2555045.57403268	1919305.08746798	2567045.57403268
39	71	1919305.08746798	2555045.57403268	1931305.08746798	2567045.57403268
39	72	1931305.08746798	2555045.57403268	1943305.08746798	2567045.57403268
39	73	1943305.08746798	2555045.57403268	1955305.08746798	2567045.57403268
39	74	1955305.08746798	2555045.57403268	1967305.08746798	2567045.57403268
39	75	1967305.08746798	2555045.57403268	1979305.08746798	2567045.57403268
39	76	1979305.08746798	2555045.57403268	1991305.08746798	2567045.57403268
39	77	1991305.08746798	2555045.57403268	2003305.08746798	2567045.57403268
39	78	2003305.08746798	2555045.57403268	2015305.08746798	2567045.57403268
39	79	2015305.08746798	2555045.57403268	2027305.08746798	2567045.57403268
39	80	2027305.08746798	2555045.57403268	2039305.08746798	2567045.57403268
39	81	2039305.08746798	2555045.57403268	2051305.08746798	2567045.57403268
40	43	1583305.08746798	2543045.57403268	1595305.08746798	2555045.57403268
40	44	1595305.08746798	2543045.57403268	1607305.08746798	2555045.57403268
40	45	1607305.08746798	2543045.57403268	1619305.08746798	2555045.57403268
40	46	1619305.08746798	2543045.57403268	1631305.08746798	2555045.57403268
40	47	1631305.08746798	2543045.57403268	1643305.08746798	2555045.57403268
40	48	1643305.08746798	2543045.57403268	1655305.08746798	2555045.57403268
40	49	1655305.08746798	2543045.57403268	1667305.08746798	2555045.57403268
40	50	1667305.08746798	2543045.57403268	1679305.08746798	2555045.57403268
40	51	1679305.08746798	2543045.57403268	1691305.08746798	2555045.57403268
40	52	1691305.08746798	2543045.57403268	1703305.08746798	2555045.57403268
40	53	1703305.08746798	2543045.57403268	1715305.08746798	2555045.57403268
40	54	1715305.08746798	2543045.57403268	1727305.08746798	2555045.57403268
40	55	1727305.08746798	2543045.57403268	1739305.08746798	2555045.57403268
40	56	1739305.08746798	2543045.57403268	1751305.08746798	2555045.57403268
40	57	1751305.08746798	2543045.57403268	1763305.08746798	2555045.57403268
40	58	1763305.08746798	2543045.57403268	1775305.08746798	2555045.57403268
40	59	1775305.08746798	2543045.57403268	1787305.08746798	2555045.57403268
40	60	1787305.08746798	2543045.57403268	1799305.08746798	2555045.57403268
40	61	1799305.08746798	2543045.57403268	1811305.08746798	2555045.57403268
40	62	1811305.08746798	2543045.57403268	1823305.08746798	2555045.57403268
40	63	1823305.08746798	2543045.57403268	1835305.08746798	2555045.57403268
40	64	1835305.08746798	2543045.57403268	1847305.08746798	2555045.57403268
40	65	1847305.08746798	2543045.57403268	1859305.08746798	2555045.57403268
40	66	1859305.08746798	2543045.57403268	1871305.08746798	2555045.57403268
40	67	1871305.08746798	2543045.57403268	1883305.08746798	2555045.57403268
40	68	1883305.08746798	2543045.57403268	1895305.08746798	2555045.57403268
40	69	1895305.08746798	2543045.57403268	1907305.08746798	2555045.57403268
40	70	1907305.08746798	2543045.57403268	1919305.08746798	2555045.57403268
40	71	1919305.08746798	2543045.57403268	1931305.08746798	2555045.57403268
40	72	1931305.08746798	2543045.57403268	1943305.08746798	2555045.57403268
40	73	1943305.08746798	2543045.57403268	1955305.08746798	2555045.57403268
40	74	1955305.08746798	2543045.57403268	1967305.08746798	2555045.57403268
40	75	1967305.08746798	2543045.57403268	1979305.08746798	2555045.57403268
40	76	1979305.08746798	2543045.57403268	1991305.08746798	2555045.57403268
40	77	1991305.08746798	2543045.57403268	2003305.08746798	2555045.57403268
40	78	2003305.08746798	2543045.57403268	2015305.08746798	2555045.57403268
40	79	2015305.08746798	2543045.57403268	2027305.08746798	2555045.57403268
40	80	2027305.08746798	2543045.57403268	2039305.08746798	2555045.57403268
40	81	2039305.08746798	2543045.57403268	2051305.08746798	2555045.57403268
41	42	1571305.08746798	2531045.57403268	1583305.08746798	2543045.57403268
41	43	1583305.08746798	2531045.57403268	1595305.08746798	2543045.57403268
41	44	1595305.08746798	2531045.57403268	1607305.08746798	2543045.57403268
41	45	1607305.08746798	2531045.57403268	1619305.08746798	2543045.57403268
41	46	1619305.08746798	2531045.57403268	1631305.08746798	2543045.57403268
41	47	1631305.08746798	2531045.57403268	1643305.08746798	2543045.57403268
41	48	1643305.08746798	2531045.57403268	1655305.08746798	2543045.57403268
41	49	1655305.08746798	2531045.57403268	1667305.08746798	2543045.57403268
41	50	1667305.08746798	2531045.57403268	1679305.08746798	2543045.57403268
41	51	1679305.08746798	2531045.57403268	1691305.08746798	2543045.57403268
41	52	1691305.08746798	2531045.57403268	1703305.08746798	2543045.57403268
41	53	1703305.08746798	2531045.57403268	1715305.08746798	2543045.57403268
41	54	1715305.08746798	2531045.57403268	1727305.08746798	2543045.57403268
41	55	1727305.08746798	2531045.57403268	1739305.08746798	2543045.57403268
41	56	1739305.08746798	2531045.57403268	1751305.08746798	2543045.57403268
41	57	1751305.08746798	2531045.57403268	1763305.08746798	2543045.57403268
41	58	1763305.08746798	2531045.57403268	1775305.08746798	2543045.57403268
41	59	1775305.08746798	2531045.57403268	1787305.08746798	2543045.57403268
41	60	1787305.08746798	2531045.57403268	1799305.08746798	2543045.57403268
41	61	1799305.08746798	2531045.57403268	1811305.08746798	2543045.57403268
41	62	1811305.08746798	2531045.57403268	1823305.08746798	2543045.57403268
41	63	1823305.08746798	2531045.57403268	1835305.08746798	2543045.57403268
41	64	1835305.08746798	2531045.57403268	1847305.08746798	2543045.57403268
41	65	1847305.08746798	2531045.57403268	1859305.08746798	2543045.57403268
41	66	1859305.08746798	2531045.57403268	1871305.08746798	2543045.57403268
41	67	1871305.08746798	2531045.57403268	1883305.08746798	2543045.57403268
41	68	1883305.08746798	2531045.57403268	1895305.08746798	2543045.57403268
41	69	1895305.08746798	2531045.57403268	1907305.08746798	2543045.57403268
41	70	1907305.08746798	2531045.57403268	1919305.08746798	2543045.57403268
41	71	1919305.08746798	2531045.57403268	1931305.08746798	2543045.57403268
41	72	1931305.08746798	2531045.57403268	1943305.08746798	2543045.57403268
41	73	1943305.08746798	2531045.57403268	1955305.08746798	2543045.57403268
41	74	1955305.08746798	2531045.57403268	1967305.08746798	2543045.57403268
41	75	1967305.08746798	2531045.57403268	1979305.08746798	2543045.57403268
41	76	1979305.08746798	2531045.57403268	1991305.08746798	2543045.57403268
41	77	1991305.08746798	2531045.57403268	2003305.08746798	2543045.57403268
41	78	2003305.08746798	2531045.57403268	2015305.08746798	2543045.57403268
41	79	2015305.08746798	2531045.57403268	2027305.08746798	2543045.57403268
41	80	2027305.08746798	2531045.57403268	2039305.08746798	2543045.57403268
42	41	1559305.08746798	2519045.57403268	1571305.08746798	2531045.57403268
42	42	1571305.08746798	2519045.57403268	1583305.08746798	2531045.57403268
42	43	1583305.08746798	2519045.57403268	1595305.08746798	2531045.57403268
42	44	1595305.08746798	2519045.57403268	1607305.08746798	2531045.57403268
42	45	1607305.08746798	2519045.57403268	1619305.08746798	2531045.57403268
42	46	1619305.08746798	2519045.57403268	1631305.08746798	2531045.57403268
42	47	1631305.08746798	2519045.57403268	1643305.08746798	2531045.57403268
42	48	1643305.08746798	2519045.57403268	1655305.08746798	2531045.57403268
42	49	1655305.08746798	2519045.57403268	1667305.08746798	2531045.57403268
42	50	1667305.08746798	2519045.57403268	1679305.08746798	2531045.57403268
42	51	1679305.08746798	2519045.57403268	1691305.08746798	2531045.57403268
42	52	1691305.08746798	2519045.57403268	1703305.08746798	2531045.57403268
42	53	1703305.08746798	2519045.57403268	1715305.08746798	2531045.57403268
42	54	1715305.08746798	2519045.57403268	1727305.08746798	2531045.57403268
42	55	1727305.08746798	2519045.57403268	1739305.08746798	2531045.57403268
42	56	1739305.08746798	2519045.57403268	1751305.08746798	2531045.57403268
42	57	1751305.08746798	2519045.57403268	1763305.08746798	2531045.57403268
42	58	1763305.08746798	2519045.57403268	1775305.08746798	2531045.57403268
42	59	1775305.08746798	2519045.57403268	1787305.08746798	2531045.57403268
42	60	1787305.08746798	2519045.57403268	1799305.08746798	2531045.57403268
42	61	1799305.08746798	2519045.57403268	1811305.08746798	2531045.57403268
42	62	1811305.08746798	2519045.57403268	1823305.08746798	2531045.57403268
42	63	1823305.08746798	2519045.57403268	1835305.08746798	2531045.57403268
42	64	1835305.08746798	2519045.57403268	1847305.08746798	2531045.57403268
42	65	1847305.08746798	2519045.57403268	1859305.08746798	2531045.57403268
42	66	1859305.08746798	2519045.57403268	1871305.08746798	2531045.57403268
42	67	1871305.08746798	2519045.57403268	1883305.08746798	2531045.57403268
42	68	1883305.08746798	2519045.57403268	1895305.08746798	2531045.57403268
42	69	1895305.08746798	2519045.57403268	1907305.08746798	2531045.57403268
42	70	1907305.08746798	2519045.57403268	1919305.08746798	2531045.57403268
42	71	1919305.08746798	2519045.57403268	1931305.08746798	2531045.57403268
42	72	1931305.08746798	2519045.57403268	1943305.08746798	2531045.57403268
42	73	1943305.08746798	2519045.57403268	1955305.08746798	2531045.57403268
42	74	1955305.08746798	2519045.57403268	1967305.08746798	2531045.57403268
42	75	1967305.08746798	2519045.57403268	1979305.08746798	2531045.57403268
42	76	1979305.08746798	2519045.57403268	1991305.08746798	2531045.57403268
42	77	1991305.08746798	2519045.57403268	2003305.08746798	2531045.57403268
42	78	2003305.08746798	2519045.57403268	2015305.08746798	2531045.57403268
42	79	2015305.08746798	2519045.57403268	2027305.08746798	2531045.57403268
42	80	2027305.08746798	2519045.57403268	2039305.08746798	2531045.57403268
43	40	1547305.08746798	2507045.57403268	1559305.08746798	2519045.57403268
43	41	1559305.08746798	2507045.57403268	1571305.08746798	2519045.57403268
43	42	1571305.08746798	2507045.57403268	1583305.08746798	2519045.57403268
43	43	1583305.08746798	2507045.57403268	1595305.08746798	2519045.57403268
43	44	1595305.08746798	2507045.57403268	1607305.08746798	2519045.57403268
43	45	1607305.08746798	2507045.57403268	1619305.08746798	2519045.57403268
43	46	1619305.08746798	2507045.57403268	1631305.08746798	2519045.57403268
43	47	1631305.08746798	2507045.57403268	1643305.08746798	2519045.57403268
43	48	1643305.08746798	2507045.57403268	1655305.08746798	2519045.57403268
43	49	1655305.08746798	2507045.57403268	1667305.08746798	2519045.57403268
43	50	1667305.08746798	2507045.57403268	1679305.08746798	2519045.57403268
43	51	1679305.08746798	2507045.57403268	1691305.08746798	2519045.57403268
43	52	1691305.08746798	2507045.57403268	1703305.08746798	2519045.57403268
43	53	1703305.08746798	2507045.57403268	1715305.08746798	2519045.57403268
43	54	1715305.08746798	2507045.57403268	1727305.08746798	2519045.57403268
43	55	1727305.08746798	2507045.57403268	1739305.08746798	2519045.57403268
43	56	1739305.08746798	2507045.57403268	1751305.08746798	2519045.57403268
43	57	1751305.08746798	2507045.57403268	1763305.08746798	2519045.57403268
43	58	1763305.08746798	2507045.57403268	1775305.08746798	2519045.57403268
43	59	1775305.08746798	2507045.57403268	1787305.08746798	2519045.57403268
43	60	1787305.08746798	2507045.57403268	1799305.08746798	2519045.57403268
43	61	1799305.08746798	2507045.57403268	1811305.08746798	2519045.57403268
43	62	1811305.08746798	2507045.57403268	1823305.08746798	2519045.57403268
43	63	1823305.08746798	2507045.57403268	1835305.08746798	2519045.57403268
43	64	1835305.08746798	2507045.57403268	1847305.08746798	2519045.57403268
43	65	1847305.08746798	2507045.57403268	1859305.08746798	2519045.57403268
43	66	1859305.08746798	2507045.57403268	1871305.08746798	2519045.57403268
43	67	1871305.08746798	2507045.57403268	1883305.08746798	2519045.57403268
43	68	1883305.08746798	2507045.57403268	1895305.08746798	2519045.57403268
43	69	1895305.08746798	2507045.57403268	1907305.08746798	2519045.57403268
43	70	1907305.08746798	2507045.57403268	1919305.08746798	2519045.57403268
43	71	1919305.08746798	2507045.57403268	1931305.08746798	2519045.57403268
43	72	1931305.08746798	2507045.57403268	1943305.08746798	2519045.57403268
43	73	1943305.08746798	2507045.57403268	1955305.08746798	2519045.57403268
43	74	1955305.08746798	2507045.57403268	1967305.08746798	2519045.57403268
43	75	1967305.08746798	2507045.57403268	1979305.08746798	2519045.57403268
43	76	1979305.08746798	2507045.57403268	1991305.08746798	2519045.57403268
43	77	1991305.08746798	2507045.57403268	2003305.08746798	2519045.57403268
43	78	2003305.08746798	2507045.57403268	2015305.08746798	2519045.57403268
43	79	2015305.08746798	2507045.57403268	2027305.08746798	2519045.57403268
43	80	2027305.08746798	2507045.57403268	2039305.08746798	2519045.57403268
44	40	1547305.08746798	2495045.57403268	1559305.08746798	2507045.57403268
44	41	1559305.08746798	2495045.57403268	1571305.08746798	2507045.57403268
44	42	1571305.08746798	2495045.57403268	1583305.08746798	2507045.57403268
44	43	1583305.08746798	2495045.57403268	1595305.08746798	2507045.57403268
44	44	1595305.08746798	2495045.57403268	1607305.08746798	2507045.57403268
44	45	1607305.08746798	2495045.57403268	1619305.08746798	2507045.57403268
44	46	1619305.08746798	2495045.57403268	1631305.08746798	2507045.57403268
44	47	1631305.08746798	2495045.57403268	1643305.08746798	2507045.57403268
44	48	1643305.08746798	2495045.57403268	1655305.08746798	2507045.57403268
44	49	1655305.08746798	2495045.57403268	1667305.08746798	2507045.57403268
44	50	1667305.08746798	2495045.57403268	1679305.08746798	2507045.57403268
44	51	1679305.08746798	2495045.57403268	1691305.08746798	2507045.57403268
44	52	1691305.08746798	2495045.57403268	1703305.08746798	2507045.57403268
44	53	1703305.08746798	2495045.57403268	1715305.08746798	2507045.57403268
44	54	1715305.08746798	2495045.57403268	1727305.08746798	2507045.57403268
44	55	1727305.08746798	2495045.57403268	1739305.08746798	2507045.57403268
44	56	1739305.08746798	2495045.57403268	1751305.08746798	2507045.57403268
44	57	1751305.08746798	2495045.57403268	1763305.08746798	2507045.57403268
44	58	1763305.08746798	2495045.57403268	1775305.08746798	2507045.57403268
44	59	1775305.08746798	2495045.57403268	1787305.08746798	2507045.57403268
44	60	1787305.08746798	2495045.57403268	1799305.08746798	2507045.57403268
44	61	1799305.08746798	2495045.57403268	1811305.08746798	2507045.57403268
44	62	1811305.08746798	2495045.57403268	1823305.08746798	2507045.57403268
44	63	1823305.08746798	2495045.57403268	1835305.08746798	2507045.57403268
44	64	1835305.08746798	2495045.57403268	1847305.08746798	2507045.57403268
44	65	1847305.08746798	2495045.57403268	1859305.08746798	2507045.57403268
44	66	1859305.08746798	2495045.57403268	1871305.08746798	2507045.57403268
44	67	1871305.08746798	2495045.57403268	1883305.08746798	2507045.57403268
44	68	1883305.08746798	2495045.57403268	1895305.08746798	2507045.57403268
44	69	1895305.08746798	2495045.57403268	1907305.08746798	2507045.57403268
44	70	1907305.08746798	2495045.57403268	1919305.08746798	2507045.57403268
44	71	1919305.08746798	2495045.57403268	1931305.08746798	2507045.57403268
44	72	1931305.08746798	2495045.57403268	1943305.08746798	2507045.57403268
44	73	1943305.08746798	2495045.57403268	1955305.08746798	2507045.57403268
44	74	1955305.08746798	2495045.57403268	1967305.08746798	2507045.57403268
44	75	1967305.08746798	2495045.57403268	1979305.08746798	2507045.57403268
44	76	1979305.08746798	2495045.57403268	1991305.08746798	2507045.57403268
44	77	1991305.08746798	2495045.57403268	2003305.08746798	2507045.57403268
44	78	2003305.08746798	2495045.57403268	2015305.08746798	2507045.57403268
44	79	2015305.08746798	2495045.57403268	2027305.08746798	2507045.57403268
44	80	2027305.08746798	2495045.57403268	2039305.08746798	2507045.57403268
45	42	1571305.08746798	2483045.57403268	1583305.08746798	2495045.57403268
45	43	1583305.08746798	2483045.57403268	1595305.08746798	2495045.57403268
45	44	1595305.08746798	2483045.57403268	1607305.08746798	2495045.57403268
45	45	1607305.08746798	2483045.57403268	1619305.08746798	2495045.57403268
45	46	1619305.08746798	2483045.57403268	1631305.08746798	2495045.57403268
45	47	1631305.08746798	2483045.57403268	1643305.08746798	2495045.57403268
45	48	1643305.08746798	2483045.57403268	1655305.08746798	2495045.57403268
45	49	1655305.08746798	2483045.57403268	1667305.08746798	2495045.57403268
45	50	1667305.08746798	2483045.57403268	1679305.08746798	2495045.57403268
45	51	1679305.08746798	2483045.57403268	1691305.08746798	2495045.57403268
45	52	1691305.08746798	2483045.57403268	1703305.08746798	2495045.57403268
45	53	1703305.08746798	2483045.57403268	1715305.08746798	2495045.57403268
45	54	1715305.08746798	2483045.57403268	1727305.08746798	2495045.57403268
45	55	1727305.08746798	2483045.57403268	1739305.08746798	2495045.57403268
45	56	1739305.08746798	2483045.57403268	1751305.08746798	2495045.57403268
45	57	1751305.08746798	2483045.57403268	1763305.08746798	2495045.57403268
45	58	1763305.08746798	2483045.57403268	1775305.08746798	2495045.57403268
45	59	1775305.08746798	2483045.57403268	1787305.08746798	2495045.57403268
45	60	1787305.08746798	2483045.57403268	1799305.08746798	2495045.57403268
45	61	1799305.08746798	2483045.57403268	1811305.08746798	2495045.57403268
45	62	1811305.08746798	2483045.57403268	1823305.08746798	2495045.57403268
45	63	1823305.08746798	2483045.57403268	1835305.08746798	2495045.57403268
45	64	1835305.08746798	2483045.57403268	1847305.08746798	2495045.57403268
45	65	1847305.08746798	2483045.57403268	1859305.08746798	2495045.57403268
45	66	1859305.08746798	2483045.57403268	1871305.08746798	2495045.57403268
45	67	1871305.08746798	2483045.57403268	1883305.08746798	2495045.57403268
45	68	1883305.08746798	2483045.57403268	1895305.08746798	2495045.57403268
45	69	1895305.08746798	2483045.57403268	1907305.08746798	2495045.57403268
45	70	1907305.08746798	2483045.57403268	1919305.08746798	2495045.57403268
45	71	1919305.08746798	2483045.57403268	1931305.08746798	2495045.57403268
45	72	1931305.08746798	2483045.57403268	1943305.08746798	2495045.57403268
45	73	1943305.08746798	2483045.57403268	1955305.08746798	2495045.57403268
45	74	1955305.08746798	2483045.57403268	1967305.08746798	2495045.57403268
45	75	1967305.08746798	2483045.57403268	1979305.08746798	2495045.57403268
45	76	1979305.08746798	2483045.57403268	1991305.08746798	2495045.57403268
45	77	1991305.08746798	2483045.57403268	2003305.08746798	2495045.57403268
45	78	2003305.08746798	2483045.57403268	2015305.08746798	2495045.57403268
45	79	2015305.08746798	2483045.57403268	2027305.08746798	2495045.57403268
46	41	1559305.08746798	2471045.57403268	1571305.08746798	2483045.57403268
46	42	1571305.08746798	2471045.57403268	1583305.08746798	2483045.57403268
46	43	1583305.08746798	2471045.57403268	1595305.08746798	2483045.57403268
46	44	1595305.08746798	2471045.57403268	1607305.08746798	2483045.57403268
46	45	1607305.08746798	2471045.57403268	1619305.08746798	2483045.57403268
46	46	1619305.08746798	2471045.57403268	1631305.08746798	2483045.57403268
46	47	1631305.08746798	2471045.57403268	1643305.08746798	2483045.57403268
46	48	1643305.08746798	2471045.57403268	1655305.08746798	2483045.57403268
46	49	1655305.08746798	2471045.57403268	1667305.08746798	2483045.57403268
46	50	1667305.08746798	2471045.57403268	1679305.08746798	2483045.57403268
46	51	1679305.08746798	2471045.57403268	1691305.08746798	2483045.57403268
46	52	1691305.08746798	2471045.57403268	1703305.08746798	2483045.57403268
46	53	1703305.08746798	2471045.57403268	1715305.08746798	2483045.57403268
46	54	1715305.08746798	2471045.57403268	1727305.08746798	2483045.57403268
46	55	1727305.08746798	2471045.57403268	1739305.08746798	2483045.57403268
46	56	1739305.08746798	2471045.57403268	1751305.08746798	2483045.57403268
46	57	1751305.08746798	2471045.57403268	1763305.08746798	2483045.57403268
46	58	1763305.08746798	2471045.57403268	1775305.08746798	2483045.57403268
46	59	1775305.08746798	2471045.57403268	1787305.08746798	2483045.57403268
46	60	1787305.08746798	2471045.57403268	1799305.08746798	2483045.57403268
46	61	1799305.08746798	2471045.57403268	1811305.08746798	2483045.57403268
46	62	1811305.08746798	2471045.57403268	1823305.08746798	2483045.57403268
46	63	1823305.08746798	2471045.57403268	1835305.08746798	2483045.57403268
46	64	1835305.08746798	2471045.57403268	1847305.08746798	2483045.57403268
46	65	1847305.08746798	2471045.57403268	1859305.08746798	2483045.57403268
46	66	1859305.08746798	2471045.57403268	1871305.08746798	2483045.57403268
46	67	1871305.08746798	2471045.57403268	1883305.08746798	2483045.57403268
46	68	1883305.08746798	2471045.57403268	1895305.08746798	2483045.57403268
46	69	1895305.08746798	2471045.57403268	1907305.08746798	2483045.57403268
46	70	1907305.08746798	2471045.57403268	1919305.08746798	2483045.57403268
46	71	1919305.08746798	2471045.57403268	1931305.08746798	2483045.57403268
46	72	1931305.08746798	2471045.57403268	1943305.08746798	2483045.57403268
46	73	1943305.08746798	2471045.57403268	1955305.08746798	2483045.57403268
46	74	1955305.08746798	2471045.57403268	1967305.08746798	2483045.57403268
46	75	1967305.08746798	2471045.57403268	1979305.08746798	2483045.57403268
46	76	1979305.08746798	2471045.57403268	1991305.08746798	2483045.57403268
46	77	1991305.08746798	2471045.57403268	2003305.08746798	2483045.57403268
46	78	2003305.08746798	2471045.57403268	2015305.08746798	2483045.57403268
46	79	2015305.08746798	2471045.57403268	2027305.08746798	2483045.57403268
47	42	1571305.08746798	2459045.57403268	1583305.08746798	2471045.57403268
47	43	1583305.08746798	2459045.57403268	1595305.08746798	2471045.57403268
47	44	1595305.08746798	2459045.57403268	1607305.08746798	2471045.57403268
47	45	1607305.08746798	2459045.57403268	1619305.08746798	2471045.57403268
47	46	1619305.08746798	2459045.57403268	1631305.08746798	2471045.57403268
47	47	1631305.08746798	2459045.57403268	1643305.08746798	2471045.57403268
47	48	1643305.08746798	2459045.57403268	1655305.08746798	2471045.57403268
47	49	1655305.08746798	2459045.57403268	1667305.08746798	2471045.57403268
47	50	1667305.08746798	2459045.57403268	1679305.08746798	2471045.57403268
47	51	1679305.08746798	2459045.57403268	1691305.08746798	2471045.57403268
47	52	1691305.08746798	2459045.57403268	1703305.08746798	2471045.57403268
47	53	1703305.08746798	2459045.57403268	1715305.08746798	2471045.57403268
47	54	1715305.08746798	2459045.57403268	1727305.08746798	2471045.57403268
47	55	1727305.08746798	2459045.57403268	1739305.08746798	2471045.57403268
47	56	1739305.08746798	2459045.57403268	1751305.08746798	2471045.57403268
47	57	1751305.08746798	2459045.57403268	1763305.08746798	2471045.57403268
47	58	1763305.08746798	2459045.57403268	1775305.08746798	2471045.57403268
47	59	1775305.08746798	2459045.57403268	1787305.08746798	2471045.57403268
47	60	1787305.08746798	2459045.57403268	1799305.08746798	2471045.57403268
47	61	1799305.08746798	2459045.57403268	1811305.08746798	2471045.57403268
47	62	1811305.08746798	2459045.57403268	1823305.08746798	2471045.57403268
47	63	1823305.08746798	2459045.57403268	1835305.08746798	2471045.57403268
47	64	1835305.08746798	2459045.57403268	1847305.08746798	2471045.57403268
47	65	1847305.08746798	2459045.57403268	1859305.08746798	2471045.57403268
47	66	1859305.08746798	2459045.57403268	1871305.08746798	2471045.57403268
47	67	1871305.08746798	2459045.57403268	1883305.08746798	2471045.57403268
47	68	1883305.08746798	2459045.57403268	1895305.08746798	2471045.57403268
47	69	1895305.08746798	2459045.57403268	1907305.08746798	2471045.57403268
47	70	1907305.08746798	2459045.57403268	1919305.08746798	2471045.57403268
47	71	1919305.08746798	2459045.57403268	1931305.08746798	2471045.57403268
47	72	1931305.08746798	2459045.57403268	1943305.08746798	2471045.57403268
47	73	1943305.08746798	2459045.57403268	1955305.08746798	2471045.57403268
47	74	1955305.08746798	2459045.57403268	1967305.08746798	2471045.57403268
47	75	1967305.08746798	2459045.57403268	1979305.08746798	2471045.57403268
47	76	1979305.08746798	2459045.57403268	1991305.08746798	2471045.57403268
47	77	1991305.08746798	2459045.57403268	2003305.08746798	2471045.57403268
47	78	2003305.08746798	2459045.57403268	2015305.08746798	2471045.57403268
47	79	2015305.08746798	2459045.57403268	2027305.08746798	2471045.57403268
47	80	2027305.08746798	2459045.57403268	2039305.08746798	2471045.57403268
47	81	2039305.08746798	2459045.57403268	2051305.08746798	2471045.57403268
48	42	1571305.08746798	2447045.57403268	1583305.08746798	2459045.57403268
48	43	1583305.08746798	2447045.57403268	1595305.08746798	2459045.57403268
48	44	1595305.08746798	2447045.57403268	1607305.08746798	2459045.57403268
48	45	1607305.08746798	2447045.57403268	1619305.08746798	2459045.57403268
48	46	1619305.08746798	2447045.57403268	1631305.08746798	2459045.57403268
48	47	1631305.08746798	2447045.57403268	1643305.08746798	2459045.57403268
48	48	1643305.08746798	2447045.57403268	1655305.08746798	2459045.57403268
48	49	1655305.08746798	2447045.57403268	1667305.08746798	2459045.57403268
48	50	1667305.08746798	2447045.57403268	1679305.08746798	2459045.57403268
48	51	1679305.08746798	2447045.57403268	1691305.08746798	2459045.57403268
48	52	1691305.08746798	2447045.57403268	1703305.08746798	2459045.57403268
48	53	1703305.08746798	2447045.57403268	1715305.08746798	2459045.57403268
48	54	1715305.08746798	2447045.57403268	1727305.08746798	2459045.57403268
48	55	1727305.08746798	2447045.57403268	1739305.08746798	2459045.57403268
48	56	1739305.08746798	2447045.57403268	1751305.08746798	2459045.57403268
48	57	1751305.08746798	2447045.57403268	1763305.08746798	2459045.57403268
48	58	1763305.08746798	2447045.57403268	1775305.08746798	2459045.57403268
48	59	1775305.08746798	2447045.57403268	1787305.08746798	2459045.57403268
48	60	1787305.08746798	2447045.57403268	1799305.08746798	2459045.57403268
48	61	1799305.08746798	2447045.57403268	1811305.08746798	2459045.57403268
48	62	1811305.08746798	2447045.57403268	1823305.08746798	2459045.57403268
48	63	1823305.08746798	2447045.57403268	1835305.08746798	2459045.57403268
48	64	1835305.08746798	2447045.57403268	1847305.08746798	2459045.57403268
48	65	1847305.08746798	2447045.57403268	1859305.08746798	2459045.57403268
48	66	1859305.08746798	2447045.57403268	1871305.08746798	2459045.57403268
48	67	1871305.08746798	2447045.57403268	1883305.08746798	2459045.57403268
48	68	1883305.08746798	2447045.57403268	1895305.08746798	2459045.57403268
48	69	1895305.08746798	2447045.57403268	1907305.08746798	2459045.57403268
48	70	1907305.08746798	2447045.57403268	1919305.08746798	2459045.57403268
48	71	1919305.08746798	2447045.57403268	1931305.08746798	2459045.57403268
48	72	1931305.08746798	2447045.57403268	1943305.08746798	2459045.57403268
48	73	1943305.08746798	2447045.57403268	1955305.08746798	2459045.57403268
48	74	1955305.08746798	2447045.57403268	1967305.08746798	2459045.57403268
48	75	1967305.08746798	2447045.57403268	1979305.08746798	2459045.57403268
48	76	1979305.08746798	2447045.57403268	1991305.08746798	2459045.57403268
48	77	1991305.08746798	2447045.57403268	2003305.08746798	2459045.57403268
48	78	2003305.08746798	2447045.57403268	2015305.08746798	2459045.57403268
48	79	2015305.08746798	2447045.57403268	2027305.08746798	2459045.57403268
